name,total_reviews,total_citedin,max_citedin,max_citedin_pmid,max_citedin_year,year_start,year_last
Fabienne Tacchini-Cottier,1,11,11,23250891,2012,2012,2012
Paul J Tacken,1,22,22,21269839,2011,2011,2011
A Taieb,1,0,0,9856270,1998,1998,1998
Hisao Tajiri,1,14,14,20182533,2010,2010,2010
Hideaki Takagi,1,4,4,24224170,2013,2013,2013
Ichiro Takahashi,1,0,0,17455600,2007,2007,2007
K Takahashi,1,0,0,2693764,1989,1989,1989
T Takahashi,1,0,0,11766350,2002,2002,2002
Toshiyuki Takai,1,0,0,21089549,2009,2009,2009
Hirohisa Takano,1,2,2,21372531,2011,2011,2011
T Takayama,1,0,0,10578270,1999,1999,1999
Kiyoshi Takeda,1,0,0,27795500,2016,2016,2016
Makoto Takeda,1,0,0,21089516,2009,2009,2009
Noriko Takegahara,1,1,1,21089548,2009,2009,2009
Masahiro Takigawa,1,0,0,14710897,2004,2004,2004
Yoshihiro Takihara,1,1,1,22933234,2012,2012,2012
James E Talmadge,1,14,14,21145968,2010,2010,2010
Robert Tampe,1,9,9,19443191,2009,2009,2009
A Tamsen,1,0,0,9790122,1998,1998,1998
Tomohiko Tamura,1,31,31,12395929,2002,2002,2002
Toshiki Tamura,1,0,0,24579458,2014,2014,2014
Jianming Tan,1,4,4,23148755,2012,2012,2012
Peng H Tan,1,3,3,20560799,2010,2010,2010
Kazuo Tanaka,1,0,0,15861686,2005,2005,2005
Noriaki Tanaka,1,0,0,16416843,2006,2006,2006
Takashi Tanaka,1,24,24,18534908,2008,2008,2008
Bor Luen Tang,1,1,1,27256464,2016,2016,2016
Qizhi Tang,1,69,69,16209918,2005,2005,2005
Ya H Tang,1,0,0,24237217,2013,2013,2013
Masaru Taniguchi,1,19,19,16805854,2006,2006,2006
Gillian M Tannahill,1,20,20,21565193,2011,2011,2011
H Tapia-Perez,1,1,1,18543202,2008,2008,2008
Rick L Tarleton,1,52,52,17651955,2007,2007,2007
Attila Tarnok,1,1,1,27007190,2016,2016,2016
P E Tarr,1,11,11,9106171,1996,1996,1996
M P Tas,1,1,1,8379440,1993,1993,1993
Sander W Tas,1,8,8,25735405,2015,2015,2015
Svantje Tauber,1,11,11,17196262,2007,2007,2007
Natalia Tavares,1,1,1,26904694,2016,2016,2016
Chandrakant Tayade,1,0,0,18716940,2008,2008,2008
Graham S Taylor,1,1,1,27121883,2016,2016,2016
Maria Lucia Taylor,1,0,0,24766724,2014,2014,2014
Robert Teasell,1,4,4,16110423,2005,2005,2005
Alain Tedgui,1,29,29,24812352,2014,2014,2014
A Tefferi,1,23,23,9766802,1998,1998,1998
John R Teijaro,1,5,5,25267464,2014,2014,2014
Michael A Teitell,1,28,28,15981806,2005,2005,2005
Natalia Teleshova,1,3,3,22975875,2012,2012,2012
Achim Temme,1,20,20,22190859,2011,2011,2011
Y-T A Teng,1,5,5,19860668,2009,2009,2009
K Tenner-Racz,1,51,51,12797441,2003,2003,2003
K Terashima,1,1,1,8104375,1993,1993,1993
N M Terazzini,1,1,1,12009579,2002,2002,2002
Peter Terness,1,6,6,18396208,2008,2008,2008
Yasuhito Terui,1,0,0,19404019,2009,2009,2009
Hiroshi Terunuma,1,14,14,18437601,2008,2008,2008
Dige Andom Tesfatsion,1,0,0,24815786,2014,2014,2014
Takanori Teshima,1,0,0,16097592,2005,2005,2005
Tesfaye S Tessema,1,14,14,20685209,2010,2010,2010
Luc Teyton,1,5,5,23174352,2012,2012,2012
Josef Thalhamer,1,0,0,24169433,2013,2013,2013
Stamatios Theocharis,1,8,8,19335065,2009,2009,2009
Argyrios N Theofilopoulos,1,356,356,15771573,2005,2005,2005
C Thery,1,36,36,11154916,2001,2001,2001
M Thewes,1,0,0,10321553,1999,1999,1999
Jacques Theze,1,2,2,23243424,2012,2012,2012
Lars Thiele,1,1,1,12901560,2003,2003,2003
B H Thiers,1,0,0,6176601,1982,1982,1982
Andrea K Thoma-Kress,1,2,2,27005656,2016,2016,2016
Marilyn L Thoman,1,5,5,25251662,2014,2014,2014
C Thomas,1,0,0,10370554,1999,1999,1999
Edward Thorp,1,28,28,21952808,2011,2011,2011
Zhigang Tian,1,8,8,22814721,2012,2012,2012
H Tilg,1,5,5,11502069,2001,2001,2001
E Tiligada,1,33,33,19309354,2009,2009,2009
Jean-Pierre Timmermans,1,0,0,25644190,2015,2015,2015
Robert W Tindle,1,67,67,11902586,2002,2002,2002
Jenny P-Y Ting,1,4,4,18649144,2008,2008,2008
Irene Tirado-Gonzalez,1,6,6,24954224,2014,2014,2014
Manjul Tiwari,1,3,3,21358075,2011,2011,2011
U Tjernlund,1,8,8,3923612,1985,1985,1985
K Tobisu,1,0,0,11022733,2000,2000,2000
Rene E M Toes,1,27,27,16920501,2006,2006,2006
Padma Priya Togarrati,1,0,0,22648826,2012,2012,2012
Tetsuya Toge,1,1,1,15147038,2004,2004,2004
Kenzo Tokunaga,1,0,0,27760915,2015,2015,2015
H Tomioka,1,0,0,8156009,1994,1994,1994
Ruzica Jurakic Toncic,1,7,7,21489368,2011,2011,2011
Alex W Tong,1,23,23,12489023,2002,2002,2002
G Tonini,1,0,0,17614762,2007,2007,2007
A-B Tonnel,1,0,0,15292847,2004,2004,2004
Ruurd Torensma,1,4,4,18836860,2008,2008,2008
Jordi B Torrelles,1,2,2,26384325,2015,2015,2015
Joseph Torresi,1,5,5,14738217,2004,2004,2004
I Toth,1,1,1,25174924,2014,2014,2014
David Tougeron,1,1,1,23501583,2013,2013,2013
David F Tough,1,44,44,15101709,2004,2004,2004
Michel Toungouz,1,3,3,12819494,2003,2003,2003
Irina L Tourkova,1,5,5,17713002,2007,2007,2007
Anne Tournadre,1,2,2,26385431,2015,2015,2015
Jennifer E Towne,1,16,16,25673295,2015,2015,2015
Kumao Toyoshima,1,2,2,12106788,2002,2002,2002
Michele Trabucchi,1,1,1,25820127,2015,2015,2015
Dat Q Tran,1,22,22,19236900,2009,2009,2009
Douglas K Trask,1,3,3,16240929,2005,2005,2005
David Traver,1,5,5,24685511,2014,2014,2014
Mark A Travis,1,14,14,22902140,2012,2012,2012
Michel J Tremblay,1,5,5,17531536,2007,2007,2007
Frederic Triebel,1,23,23,14644131,2003,2003,2003
Giorgio Trinchieri,1,1,1,22704613,2012,2012,2012
Christoph H Tripp,1,15,15,20351746,2010,2010,2010
H L Trivedi,1,6,6,17445565,2007,2007,2007
D Trono,1,77,77,11069884,2000,2000,2000
Leendert A Trouw,1,4,4,26032012,2015,2015,2015
M E Truckenmiller,1,8,8,16504465,2006,2006,2006
C Trumpfheller,1,48,48,22126373,2011,2011,2011
Shaw-Wei D Tsen,1,33,33,17408372,2007,2007,2007
George C Tsokos,1,11,11,20102311,2010,2010,2010
Anthony G Tsolaki,1,7,7,19799120,2009,2009,2009
D A Tsomartova,1,0,0,23330444,2013,2013,2013
E Tsoureli,1,0,0,10590855,1999,1999,1999
N Tsuchiya,1,25,25,17581625,2007,2007,2007
Tomiyasu Tsuda,1,1,1,12233066,2002,2002,2002
Kazutake Tsujikawa,1,1,1,23123709,2012,2012,2012
Allan Tsung,1,23,23,22086146,2011,2011,2011
R R Tubbs,1,0,0,10095876,1999,1999,1999
Sorina Tugulea,1,15,15,21722806,2011,2011,2011
Stefan G Tullius,1,11,11,18852649,2008,2008,2008
Laurence A Turka,1,10,10,21488888,2011,2011,2011
E Turnbull,1,6,6,12086321,2002,2002,2002
Marian L Turner,1,42,42,21969315,2011,2011,2011
Heth R Turnquist,1,4,4,25801770,2015,2015,2015
T Tursz,1,4,4,11079142,2000,2000,2000
C J Turtle,1,5,5,14738216,2004,2004,2004
P J Tutschka,1,0,0,2962355,1987,1987,1987
Douglas S Tyler,1,4,4,12487060,2002,2002,2002
Alexandar Tzankov,1,0,0,26305140,2015,2015,2015
Antonio Uccelli,1,100,100,17013987,2006,2006,2006
Tadashi Uchino,1,0,0,18176055,2008,2008,2008
Heiichiro Udono,1,3,3,22358133,2012,2012,2012
Toshimitsu Uede,1,39,39,21501293,2011,2011,2011
Jack Uetrecht,1,2,2,24164504,2013,2013,2013
Sophie Ugolini,1,510,510,18425107,2008,2008,2008
Ferenc Uher,1,7,7,18281229,2008,2008,2008
Holm Uhlig,1,9,9,15669641,2005,2005,2005
S E Ullrich,1,4,4,10764984,2000,2000,2000
Rainer G Ulrich,1,45,45,18837782,2008,2008,2008
Michiaki Unno,1,0,0,16457262,2006,2006,2006
Kazuko Uno,1,0,0,16838635,2006,2006,2006
Halmurat Upur,1,4,4,23449227,2013,2013,2013
M Urashima,1,2,2,11911421,2002,2002,2002
K B Urdahl,1,49,49,21451503,2011,2011,2011
Mitsuyoshi Utsugi,1,0,0,19899519,2009,2009,2009
Koichi Uyemura,1,16,16,12044944,2002,2002,2002
Jude E Uzonna,1,23,23,22919674,2012,2012,2012
N Uzum,1,2,2,16202083,2005,2005,2005
O Vaarala,1,12,12,14656348,2003,2003,2003
Michael Vajdy,1,3,3,16018740,2005,2005,2005
J van Bergen,1,8,8,10631939,2000,2000,2000
H P Van Bever,1,3,3,1473538,1992,1992,1992
Frank Van Calenbergh,1,7,7,15452731,2004,2004,2004
P B Van Cauwenberge,1,11,11,10859465,2000,2000,2000
Frank L van de Veerdonk,1,18,18,24355486,2013,2013,2013
A L R Van De Velde,1,1,1,23340144,2013,2013,2013
Ann L R Van de Velde,1,4,4,18390412,2008,2008,2008
Gerlinde R Van de Walle,1,1,1,19750563,2009,2009,2009
Willemijn van den Ancker,1,5,5,20635890,2010,2010,2010
Linda M van den Berg,1,9,9,22975871,2012,2012,2012
T K Van den Berg,1,0,0,1896610,1991,1991,1991
Geert van den Bogaart,1,0,0,26741354,2016,2016,2016
Marcel R M van den Brink,1,4,4,27088907,2016,2016,2016
Lucas L van den Hoogen,1,1,1,26318678,2015,2015,2015
Pierre van der Bruggen,1,18,18,12633661,2003,2003,2003
Sjoerd H van der Burg,1,21,21,18486758,2008,2008,2008
Robbert van der Most,1,1,1,16050782,2005,2005,2005
Johan van der Vlag,1,13,13,22913420,2012,2012,2012
Albert van der Vliet,1,13,13,21397663,2011,2011,2011
Irma van Die,1,44,44,19748975,2009,2009,2009
Ian R van Driel,1,2,2,21079641,2010,2010,2010
Peter van Endert,1,1,1,23123036,2012,2012,2012
R van Furth,1,34,34,2644082,1989,1989,1989
Jo A Van Ginderachter,1,25,25,22174153,2011,2011,2011
Rowan F van Golen,1,25,25,22609105,2012,2012,2012
Stefaan Van Gool,1,28,28,19744041,2009,2009,2009
Ellen Van Gulck,1,6,6,20353393,2010,2010,2010
Luc Van Kaer,1,26,26,15936267,2005,2005,2005
Yvette Van Kooyk,1,31,31,12050176,2002,2002,2002
Jacob M van Laar,1,1,1,26943351,2016,2016,2016
Sandra Van Lint,1,7,7,24878889,2014,2014,2014
H van Loveren,1,6,6,8337707,1993,1993,1993
Marvin M van Luijn,1,4,4,20635891,2010,2010,2010
Geert R Van Pottelberge,1,4,4,19811388,2009,2009,2009
Elly van Riet,1,102,102,17544832,2007,2007,2007
N van Rooijen,1,0,0,1896621,1991,1991,1991
N Van Rooijen,1,1,1,8303072,1993,1993,1993
Joel A Van Roon,1,0,0,24450381,2014,2014,2014
Joel A G van Roon,1,0,0,26163286,2015,2015,2015
D J van Spronsen,1,13,13,16027518,2005,2005,2005
Sandra J van Vliet,1,7,7,25454488,2014,2014,2014
Sandra J Van Vliet,1,1,1,27153100,2016,2016,2016
Menno C van Zelm,1,6,6,25455596,2014,2014,2014
Henry F VanBrocklin,1,9,9,20395345,2010,2010,2010
Ryan L Vander Veen,1,9,9,22436454,2012,2012,2012
Joris Vanderlocht,1,9,9,24590885,2014,2014,2014
B Vanhove,1,7,7,19196251,2009,2009,2009
Luca Vannucci,1,10,10,23739801,2013,2013,2013
Alberto Varas,1,12,12,14635143,2003,2003,2003
Pablo Vargas,1,1,1,26684937,2015,2015,2015
Robert Vassallo,1,23,23,22429393,2012,2012,2012
Nosratola D Vaziri,1,31,31,22200433,2011,2011,2011
Laszlo Vecsei,1,1,1,23136726,2012,2012,2012
Sharon Veenbergen,1,11,11,21497620,2011,2011,2011
Andrea Velardi,1,0,0,20536464,2010,2010,2010
Paula A Velilla H,1,1,1,22286681,2012,2012,2012
T Velu,1,0,0,15291447,2004,2004,2004
Eneida Franco Vencio,1,2,2,19716497,2009,2009,2009
Beatrice Vergier,1,0,0,15480259,2004,2004,2004
I M Verma,1,23,23,16528384,2006,2006,2006
M Vermeer,1,15,15,2258190,1990,1990,1990
Daniela Verthelyi,1,16,16,14552833,2003,2003,2003
R A Vescio,1,0,0,10192878,1999,1999,1999
D Vestweber,1,33,33,10461808,1999,1999,1999
Jean-Francois Viallard,1,0,0,17449371,2007,2007,2007
Brian P Vickery,1,3,3,22933136,2012,2012,2012
Pierre-Olivier Vidalain,1,1,1,26514384,2015,2015,2015
Paula A Videira,1,2,2,22045510,2011,2011,2011
B Viehweg,1,0,0,6752370,1982,1982,1982
Stefan Vieths,1,0,0,23492561,2013,2013,2013
Dario A A Vignali,1,12,12,22205213,2011,2011,2011
Richard Vile,1,2,2,12109820,2002,2002,2002
Anna Villa,1,0,0,17088646,2006,2006,2006
Eduardo J Villablanca,1,0,0,28098786,2017,2017,2017
D Vinatier,1,0,0,25063485,2014,2014,2014
Carola G Vinuesa,1,69,69,22118524,2011,2011,2011
Herbert W Virgin,1,5,5,16106080,2005,2005,2005
L G Visser,1,0,0,21416266,2011,2011,2011
G Vitaliti,1,3,3,22691255,2013,2013,2013
Marta Vives-Pi,1,3,3,25604067,2015,2015,2015
Gordana Vlahovic,1,1,1,27875627,2016,2016,2016
Marc Vocanson,1,2,2,24214620,2013,2013,2013
J C Vogel,1,8,8,11084683,2000,2000,2000
R Volpe,1,2,2,3323337,1986,1986,1986
Michael von Bergwelt-Baildon,1,34,34,21533099,2011,2011,2011
Matthias G von Herrath,1,0,0,14688511,2003,2003,2003
Ulrike von Rango,1,22,22,18055021,2007,2007,2007
Esther Von Stebut,1,22,22,17337393,2007,2007,2007
Robert H Vonderheide,1,2,2,14614310,2003,2003,2003
J G Vos,1,1,1,9263645,1997,1997,1997
D Vremec,1,2,2,9107416,1997,1997,1997
Nikola L Vujanovic,1,12,12,21717067,2011,2011,2011
Marisa Vulcano,1,0,0,18473769,2008,2008,2008
Jatin M Vyas,1,1,1,23221474,2012,2012,2012
Suresh P Vyas,1,6,6,25467734,2014,2014,2014
A D Wagner,1,1,1,16541271,2006,2006,2006
Christof Wagner,1,5,5,12947978,2003,2003,2003
Claudia S Wagner,1,10,10,18096997,2007,2007,2007
U Wagner,1,1,1,15729204,2005,2005,2005
S M Wahl,1,16,16,16672550,2006,2006,2006
B H Waksman,1,7,7,11722622,2001,2001,2001
P Walden,1,0,0,10943322,2000,2000,2000
Hanspeter Waldner,1,10,10,19162250,2009,2009,2009
K Barry Walker,1,5,5,17584074,2007,2007,2007
Lucy S K Walker,1,131,131,11908514,2002,2002,2002
W Allan Walker,1,3,3,18626196,2008,2008,2008
Eric Wallace,1,5,5,23431076,2013,2013,2013
David Wallach,1,4,4,25065886,2014,2014,2014
M K Wallack,1,1,1,18833052,2008,2008,2008
Stephen R Walsh,1,7,7,15043203,2004,2004,2004
Elke Walter,1,14,14,15560947,2004,2004,2004
Thierry Walzer,1,18,18,21664184,2011,2011,2011
Hui Wan,1,7,7,16212908,2005,2005,2005
Jack R Wands,1,3,3,17671756,2007,2007,2007
Chang-zheng Wang,1,0,0,15040352,2004,2004,2004
Changsong Wang,1,2,2,22889043,2012,2012,2012
Cong-Yi Wang,1,16,16,19918326,2009,2009,2009
Endi Wang,1,6,6,24678689,2014,2014,2014
F-S Wang,1,60,60,21352202,2011,2011,2011
Fu Sheng Wang,1,22,22,16426490,2006,2006,2006
Jianan Wang,1,5,5,24756455,2014,2014,2014
Jin Wang,1,21,21,20636805,2010,2010,2010
Jing-Zhang Wang,1,0,0,27111515,2016,2016,2016
Michael Wang,1,4,4,17722077,2007,2007,2007
Pin Wang,1,22,22,21198664,2011,2011,2011
Qing-qing Wang,1,0,0,26038144,2015,2015,2015
Shengdian Wang,1,0,0,27240456,2016,2016,2016
Xi Wang,1,1,1,26588912,2015,2015,2015
Xiang-Yang Wang,1,25,25,23870514,2013,2013,2013
Xiangdong Wang,1,4,4,15473680,2004,2004,2004
Y-H Wang,1,44,44,19400908,2009,2009,2009
Yu-Jie Wang,1,0,0,23862236,2013,2013,2013
Yuan Min Wang,1,0,0,23412421,2013,2013,2013
Zhao Wang,1,0,0,22781714,2012,2012,2012
Zhou Wang,1,4,4,26013109,2015,2015,2015
Peter A Ward,1,17,17,26727230,2016,2016,2016
Peter Wark,1,17,17,19026365,2008,2008,2008
Peter A B Wark,1,2,2,25453203,2014,2014,2014
Klaus Warnatz,1,14,14,16264329,2005,2005,2005
Kenneth J Warrington,1,2,2,21037479,2010,2010,2010
Maria Angelica Ehara Watanabe,1,0,0,27466479,2016,2016,2016
S Watanabe,1,1,1,3312152,1987,1987,1987
Yohei Watanabe,1,1,1,27118332,2015,2015,2015
Stephanie K Watkins,1,25,25,22237887,2012,2012,2012
Tania H Watts,1,7,7,24484736,2014,2014,2014
P J Wauben-Penris,1,0,0,2533777,1989,1989,1989
S R Webb,1,30,30,2961215,1987,1987,1987
Christian Weber,1,183,183,18825131,2008,2008,2008
Friedemann Weber,1,191,191,16364743,2005,2005,2005
Jeffrey S Weber,1,11,11,15023403,2004,2004,2004
Thomas Weichhart,1,9,9,23863158,2013,2013,2013
E Weihe,1,1,1,1676920,1991,1991,1991
Gunther Weindl,1,4,4,26229971,2015,2015,2015
G J Weiner,1,0,0,10944805,2000,2000,2000
Howard L Weiner,1,51,51,19931190,2009,2009,2009
R A Weiss,1,89,89,8493571,1993,1993,1993
Siegfried Weiss,1,2,2,24307285,2013,2013,2013
C Weissmann,1,9,9,11260798,2001,2001,2001
T Wekerle,1,6,6,19100898,2009,2009,2009
H-J Welkoborsky,1,2,2,21225533,2011,2011,2011
Yu-mei Wen,1,0,0,19785971,2009,2009,2009
Ulrich Wenzel,1,5,5,26319245,2015,2015,2015
Victoria P Werth,1,14,14,17922670,2007,2007,2007
A K Wesa,1,13,13,17948028,2007,2007,2007
R Weth,1,0,0,12564040,2003,2003,2003
Jacqueline Whang-Peng,1,4,4,15377403,2004,2004,2004
Katharine A Whartenby,1,2,2,18922105,2008,2008,2008
John H White,1,8,8,26369615,2015,2015,2015
C J Wiedermann,1,2,2,12058863,2002,2002,2002
E A Wierenga,1,1,1,11729347,2001,2001,2001
Agnieszka Wierzchniewska-Lawska,1,0,0,20069507,2010,2010,2010
S K Wikel,1,10,10,9330259,1997,1997,1997
Matthew E Wikstrom,1,26,26,17262055,2007,2007,2007
Jacek R Wilczynski,1,4,4,17981709,2007,2007,2007
David S Wilkes,1,13,13,16390323,2006,2006,2006
Andrew F Wilks,1,5,5,21204725,2011,2011,2011
Cynthia L Willard-Mack,1,52,52,17067937,2006,2006,2006
Fabienne Willems,1,20,20,14643884,2003,2003,2003
D M Williams,1,16,16,8727106,1996,1996,1996
Ifor R Williams,1,45,45,17057190,2006,2006,2006
K A Williams,1,23,23,9893027,1999,1999,1999
Wesley M Williams,1,6,6,22606066,2012,2012,2012
Marsha Wills-Karp,1,21,21,17607007,2007,2007,2007
A Wilson,1,6,6,11228416,2001,2001,2001
Christopher B Wilson,1,21,21,18196952,2008,2008,2008
Robert H Wiltrout,1,14,14,14998485,2004,2004,2004
W Jr Winkelstein,1,33,33,2188500,1990,1990,1990
Sandra Winning,1,12,12,23362200,2013,2013,2013
S S Witkin,1,6,6,8435936,1993,1993,1993
M D Witmer-Pack,1,12,12,2152504,1990,1990,1990
Esther Witsch,1,1,1,26970979,2016,2016,2016
Torsten Witte,1,0,0,25604317,2015,2015,2015
B A Woda,1,3,3,9285196,1997,1997,1997
Justyna Wojas,1,2,2,20354265,2010,2010,2010
A Wolf,1,0,0,3312899,1987,1987,1987
Linda Wolff,1,4,4,23403260,2013,2013,2013
Lawrence A Wolfraim,1,4,4,16642252,2006,2006,2006
Barbara Wollenberg,1,5,5,19024345,2008,2008,2008
Karl L Womer,1,41,41,17942086,2007,2007,2007
Henry K Wong,1,0,0,24492530,2014,2014,2014
Christopher Y Woo,1,6,6,16451108,2006,2006,2006
G S Wood,1,0,0,3521827,1986,1986,1986
D L Woodland,1,0,0,11846230,2002,2002,2002
Kim A Woodrow,1,29,29,22524387,2012,2012,2012
Creg J Workman,1,581,581,18566595,2008,2008,2008
David C Wraith,1,13,13,19100774,2008,2008,2008
Lucile Wrenshall,1,1,1,12955467,2003,2003,2003
De-Pei Wu,1,0,0,16928337,2006,2006,2006
Depei Wu,1,0,0,28025936,2016,2016,2016
Feng Wu,1,3,3,23927210,2013,2013,2013
Gregory F Wu,1,10,10,17488591,2007,2007,2007
Jun Wu,1,2,2,23685832,2013,2013,2013
Reen Wu,1,0,0,26351147,2015,2015,2015
Yongjian Wu,1,6,6,23064493,2012,2012,2012
Hans Christian Wulf,1,16,16,15036273,2004,2004,2004
P A Wurtzen,1,7,7,25394747,2014,2014,2014
B Wuthrich,1,0,0,8146812,1994,1994,1994
Marcel Wuthrich,1,49,49,22224780,2012,2012,2012
Michelle Wykes,1,4,4,17217425,2007,2007,2007
Michelle N Wykes,1,21,21,18711429,2008,2008,2008
P J Wysocki,1,1,1,12517263,2003,2003,2003
Georgina Xanthou,1,3,3,25985946,2015,2015,2015
Changqing Xia,1,1,1,25269920,2014,2014,2014
Mengjuan Xia,1,2,2,24325375,2013,2013,2013
Zhaofan Xia,1,1,1,24234679,2013,2013,2013
Jianhui Xie,1,2,2,22791411,2012,2012,2012
Qimei Xie,1,0,0,25780974,2014,2014,2014
Feiyue Xing,1,12,12,18445339,2008,2008,2008
P X Xing,1,9,9,17503348,2007,2007,2007
Feng Xu,1,1,1,25519813,2014,2014,2014
Geng XU,1,0,0,22800362,2012,2012,2012
Hui Xu,1,31,31,18824197,2008,2008,2008
Hongyu Xue,1,7,7,21622250,2011,2011,2011
Yan-Hui Xue,1,0,0,18315933,2008,2008,2008
H Yaegashi,1,2,2,1414257,1992,1992,1992
Arzu Didem Yalcin,1,5,5,26075226,2015,2015,2015
Lung T Yam,1,2,2,14584907,2003,2003,2003
Takefumi Yamaguchi,1,0,0,27631352,2016,2016,2016
Tomoyuki Yamaguchi,1,180,180,19737784,2009,2009,2009
Sho Yamasaki,1,17,17,22399378,2012,2012,2012
Shigeko Yamashiro,1,6,6,22428853,2012,2012,2012
Junkoh Yamashita,1,0,0,16201581,2005,2005,2005
Jun Yan,1,9,9,23092290,2012,2012,2012
Yoshiki Yanagawa,1,0,0,23302945,2013,2013,2013
Y Yanagi,1,6,6,11376478,2001,2001,2001
Yoshiyuki Yanagihara,1,0,0,15658498,2005,2005,2005
De-Juan Yang,1,0,0,27165599,2016,2016,2016
Grace C H Yang,1,3,3,19845032,2009,2009,2009
Gui-lian Yang,1,0,0,26245129,2015,2015,2015
Gui-Lian Yang,1,0,0,24809201,2014,2014,2014
Huan Yang,1,12,12,22956173,2012,2012,2012
James C Yang,1,4,4,21952276,2011,2011,2011
Shangyou Yang,1,4,4,21904923,2011,2011,2011
Shi-Ming Yang,1,5,5,23093850,2012,2012,2012
Wenfeng Yang,1,0,0,18080193,2007,2007,2007
John R Yannelli,1,7,7,15519713,2004,2004,2004
Qizhi Yao,1,21,21,15484204,2004,2004,2004
Yihong Yao,1,10,10,20392292,2010,2010,2010
Yong-Ming Yao,1,7,7,24006870,2013,2013,2013
J L Yates,1,8,8,8250693,1993,1993,1993
Robin M Yates,1,0,0,24191242,2013,2013,2013
B-Linju Yen,1,35,35,21762539,2011,2011,2011
Songcheng Ying,1,2,2,22953710,2012,2012,2012
Sun Ying,1,6,6,20143171,2010,2010,2010
Takehiko Yokomizo,1,15,15,21035496,2010,2010,2010
Aya Yokota,1,8,8,21419270,2011,2011,2011
Hiroo Yokozeki,1,0,0,15954338,2005,2005,2005
E Yoles,1,6,6,15986745,2005,2005,2005
Simon Yona,1,141,141,25033907,2014,2014,2014
Yoshihiro Yoneda,1,20,20,16377940,2005,2005,2005
Yoshikazu Yonemitsu,1,0,0,21048412,2010,2010,2010
V Wee Yong,1,26,26,23123408,2012,2012,2012
J W Yoon,1,16,16,11795511,2002,2002,2002
Michael R York,1,7,7,21790291,2011,2011,2011
Pierre Youinou,1,13,13,15546800,2004,2004,2004
Deborah A Young,1,11,11,15955739,2005,2005,2005
Howard A Young,1,13,13,16467872,2006,2006,2006
Louise Young,1,112,112,18799143,2008,2008,2008
M Rita Young,1,1,1,22903347,2012,2012,2012
Chunfeng Yu,1,1,1,17712996,2007,2007,2007
Hua Yu,1,69,69,15986140,2005,2005,2005
Jian-chun Yu,1,8,8,25268709,2014,2014,2014
Jin-Pu Yu,1,5,5,23369095,2013,2013,2013
Shaoqing Yu,1,0,0,25330657,2014,2014,2014
Zhe Yu,1,0,0,19671026,2009,2009,2009
Z Q Yuan,1,0,0,27050984,2016,2016,2016
Kwok-Yung Yuen,1,3,3,26690369,2015,2015,2015
C-O Yun,1,16,16,23306610,2013,2013,2013
Chae-Ok Yun,1,19,19,22212901,2012,2012,2012
Raymond L Yung,1,16,16,19082999,2008,2008,2008
Edmond J Yunis,1,23,23,22666281,2012,2012,2012
Lisa C Zaba,1,7,7,19372243,2009,2009,2009
Tatiana N Zabotina,1,0,0,17713027,2007,2007,2007
Claus Zachariae,1,0,0,26569072,2015,2015,2015
Habib Zaghouani,1,70,70,19846341,2009,2009,2009
S Zampieri,1,1,1,18570748,2008,2008,2008
Maurizio Zanetti,1,3,3,23651187,2013,2013,2013
Ivan Zanoni,1,4,4,17451813,2007,2007,2007
A Zapata,1,2,2,1462360,1992,1992,1992
T S Zaporozhets,1,0,0,22145361,2011,2011,2011
Amir Hassan Zarnani,1,3,3,21558016,2011,2011,2011
J P Zarski,1,0,0,11449127,2001,2001,2001
M Zeitz,1,10,10,12673481,2003,2003,2003
Teresa Zelante,1,5,5,17191388,2006,2006,2006
J Zeuthen,1,5,5,11005508,2000,2000,2000
Xin-Hui Zhai,1,0,0,14989786,2004,2004,2004
Yuan Zhai,1,0,0,27861288,2016,2016,2016
Bin Zhang,1,3,3,24579736,2013,2013,2013
Chun-Yang Zhang,1,0,0,12513845,2003,2003,2003
H-G Zhang,1,17,17,22216980,2012,2012,2012
Qianru Zhang,1,2,2,25714961,2015,2015,2015
Su Zhen Zhang,1,5,5,16549047,2006,2006,2006
Wei Zhang,1,0,0,22883672,2012,2012,2012
X D Zhang,1,20,20,26681673,2015,2015,2015
Xiao-Hui Zhang,1,0,0,18315936,2008,2008,2008
Xiao-yan Zhang,1,0,0,20572351,2010,2010,2010
Y I Zhang,1,3,3,24981123,2014,2014,2014
Yi Zhang,1,1,1,23484724,2013,2013,2013
Peilin Zhao,1,0,0,26486000,2015,2015,2015
Shui-ping Zhao,1,8,8,20065996,2010,2010,2010
Yi Zhao,1,6,6,22928646,2012,2012,2012
Xia Zheng,1,11,11,23827206,2013,2013,2013
Yong-Tang Zheng,1,2,2,20446455,2010,2010,2010
Xiao-Ping Zhong,1,41,41,18759932,2008,2008,2008
Jun-Ying Zhou,1,1,1,26104380,2015,2015,2015
L F Zhou,1,2,2,22948028,2012,2012,2012
Tong Zhou,1,26,26,16978536,2006,2006,2006
Yaling Zhou,1,8,8,17981620,2007,2007,2007
Zheng Zhou,1,31,31,18774293,2008,2008,2008
Zhi-yi Zhou,1,3,3,19223374,2009,2009,2009
Zhiguang Zhou,1,6,6,25086642,2014,2014,2014
Hong-Jian Zhu,1,4,4,25714613,2015,2015,2015
Ke-Jian Zhu,1,0,0,12640720,2003,2003,2003
Muyuan Zhu,1,3,3,25076026,2014,2014,2014
